04,0,2022-06-17,54,1,22.0,31.0,0.0,1962,358
04,1,2022-06-17,33,1,11.0,21.0,0.0,946,202
04,2,2022-06-17,21,0,11.0,10.0,0.0,985,148
05,0,2022-06-17,42,0,17.0,24.0,1.0,2305,362
05,1,2022-06-17,17,0,9.0,8.0,0.0,1161,206
05,2,2022-06-17,24,0,8.0,15.0,1.0,1124,153
06,0,2022-06-17,246,10,118.0,110.0,8.0,11340,2382
06,1,2022-06-17,116,7,60.0,45.0,4.0,5674,1363
06,2,2022-06-17,120,2,52.0,62.0,4.0,5481,985
07,0,2022-06-17,21,0,21.0,0.0,0.0,3413,624
07,1,2022-06-17,11,0,11.0,0.0,0.0,1628,366
07,2,2022-06-17,10,0,10.0,0.0,0.0,1740,255
08,0,2022-06-17,59,0,16.0,38.0,5.0,1784,483
08,1,2022-06-17,21,0,6.0,13.0,2.0,889,276
08,2,2022-06-17,37,0,9.0,25.0,3.0,879,206
09,0,2022-06-17,11,2,2.0,7.0,0.0,1053,208
09,1,2022-06-17,5,2,1.0,2.0,0.0,511,113
09,2,2022-06-17,6,0,1.0,5.0,0.0,536,95
10,0,2022-06-17,33,0,23.0,9.0,1.0,3007,572
10,1,2022-06-17,18,0,13.0,5.0,0.0,1503,339
10,2,2022-06-17,15,0,10.0,4.0,1.0,1486,230
