dep,sexe,jour,hosp,rea,HospConv,SSR_USLD,autres,rad,dc
44,2,2021-06-15,40,6,12.0,22.0,0.0,1953,367
45,0,2021-06-15,147,35,39.0,68.0,5.0,3065,645
45,1,2021-06-15,85,27,17.0,39.0,2.0,1548,392
45,2,2021-06-15,61,8,22.0,28.0,3.0,1503,250
46,0,2021-06-15,5,1,1.0,3.0,0.0,402,100
46,1,2021-06-15,3,1,0.0,2.0,0.0,197,61
46,2,2021-06-15,2,0,1.0,1.0,0.0,204,39
47,0,2021-06-15,23,5,17.0,1.0,0.0,849,183
47,1,2021-06-15,15,4,10.0,1.0,0.0,421,111
47,2,2021-06-15,6,1,5.0,0.0,0.0,407,68
48,0,2021-06-15,8,2,5.0,1.0,0.0,441,119
48,1,2021-06-15,2,1,1.0,0.0,0.0,238,70
48,2,2021-06-15,6,1,4.0,1.0,0.0,198,49
49,0,2021-06-15,75,16,34.0,25.0,0.0,3342,709
49,1,2021-06-15,50,14,19.0,17.0,0.0,1629,438
49,2,2021-06-15,25,2,15.0,8.0,0.0,1713,271
50,0,2021-06-15,101,9,36.0,56.0,0.0,1473,373
50,1,2021-06-15,58,8,17.0,33.0,0.0,740,208
50,2,2021-06-15,42,1,19.0,22.0,0.0,720,160
51,0,2021-06-15,160,22,83.0,55.0,0.0,3529,903
51,1,2021-06-15,75,14,39.0,22.0,0.0,1767,504
51,2,2021-06-15,78,7,39.0,32.0,0.0,1720,389
52,0,2021-06-15,27,2,11.0,14.0,0.0,1353,368
52,1,2021-06-15,11,0,7.0,4.0,0.0,648,187
52,2,2021-06-15,16,2,4.0,10.0,0.0,694,176
53,0,2021-06-15,22,2,11.0,8.0,1.0,1270,276
53,1,2021-06-15,12,1,7.0,4.0,0.0,619,153
53,2,2021-06-15,10,1,4.0,4.0,1.0,651,123
54,0,2021-06-15,155,26,87.0,40.0,2.0,4649,1210
54,1,2021-06-15,73,15,44.0,14.0,0.0,2303,695
54,2,2021-06-15,80,11,42.0,25.0,2.0,2317,508
55,0,2021-06-15,13,3,5.0,5.0,0.0,1396,381
55,1,2021-06-15,4,1,3.0,0.0,0.0,689,214
55,2,2021-06-15,9,2,2.0,5.0,0.0,704,167
56,0,2021-06-15,102,8,36.0,27.0,31.0,2037,430
56,1,2021-06-15,56,5,21.0,13.0,17.0,1032,249
56,2,2021-06-15,46,3,15.0,14.0,14.0,992,179
57,0,2021-06-15,127,21,60.0,39.0,7.0,7545,2406
57,1,2021-06-15,68,15,29.0,22.0,2.0,3794,1344
57,2,2021-06-15,59,6,31.0,17.0,5.0,3706,1043
58,0,2021-06-15,61,3,17.0,41.0,0.0,1054,332
58,1,2021-06-15,28,2,8.0,18.0,0.0,497,188
58,2,2021-06-15,33,1,9.0,23.0,0.0,541,141
59,0,2021-06-15,623,142,279.0,196.0,6.0,16982,3835
59,1,2021-06-15,300,79,140.0,78.0,3.0,8435,2103
59,2,2021-06-15,318,60,139.0,116.0,3.0,8395,1709
60,0,2021-06-15,279,32,94.0,152.0,1.0,5025,1375
60,1,2021-06-15,138,22,42.0,74.0,0.0,2492,761
60,2,2021-06-15,137,9,50.0,77.0,1.0,2496,602
61,0,2021-06-15,59,10,22.0,27.0,0.0,1679,353
61,1,2021-06-15,23,7,10.0,6.0,0.0,782,198
61,2,2021-06-15,36,3,12.0,21.0,0.0,879,151
62,0,2021-06-15,391,58,199.0,133.0,1.0,8152,1935
62,1,2021-06-15,190,41,95.0,53.0,1.0,3914,1019
62,2,2021-06-15,198,17,102.0,79.0,0.0,4144,896
63,0,2021-06-15,101,7,42.0,42.0,10.0,2727,743
63,1,2021-06-15,45,4,20.0,17.0,4.0,1287,406
63,2,2021-06-15,53,3,22.0,25.0,3.0,1417,333
64,0,2021-06-15,64,5,30.0,29.0,0.0,2014,479
64,1,2021-06-15,34,3,15.0,16.0,0.0,1018,262
64,2,2021-06-15,28,2,13.0,13.0,0.0,986,215
65,0,2021-06-15,12,3,7.0,2.0,0.0,973,207
65,1,2021-06-15,4,1,2.0,1.0,0.0,475,104
65,2,2021-06-15,8,2,5.0,1.0,0.0,493,103
66,0,2021-06-15,66,7,23.0,34.0,2.0,1374,328
66,1,2021-06-15,34,5,14.0,15.0,0.0,720,212
66,2,2021-06-15,32,2,9.0,19.0,2.0,653,115
67,0,2021-06-15,229,29,132.0,67.0,1.0,7181,1713
67,1,2021-06-15,107,16,62.0,28.0,1.0,3697,963
67,2,2021-06-15,121,13,69.0,39.0,0.0,3470,743
68,0,2021-06-15,95,18,49.0,28.0,0.0,6169,1514
68,1,2021-06-15,47,12,25.0,10.0,0.0,3175,864
68,2,2021-06-15,48,6,24.0,18.0,0.0,2984,647
69,0,2021-06-15,291,69,81.0,136.0,5.0,15244,3158
69,1,2021-06-15,162,49,41.0,70.0,2.0,7521,1841
69,2,2021-06-15,127,20,39.0,65.0,3.0,7562,1290
70,0,2021-06-15,29,3,9.0,6.0,11.0,1282,265
70,1,2021-06-15,12,3,3.0,2.0,4.0,638,151
70,2,2021-06-15,16,0,5.0,4.0,7.0,642,113
71,0,2021-06-15,88,9,40.0,33.0,6.0,4675,1103
71,1,2021-06-15,49,7,21.0,19.0,2.0,2140,589
71,2,2021-06-15,37,2,18.0,13.0,4.0,2496,506
72,0,2021-06-15,80,8,35.0,36.0,1.0,2941,600
72,1,2021-06-15,37,7,17.0,12.0,1.0,1388,346
72,2,2021-06-15,43,1,18.0,24.0,0.0,1553,254
73,0,2021-06-15,64,8,42.0,13.0,1.0,2863,697
73,1,2021-06-15,40,6,23.0,10.0,1.0,1426,402
73,2,2021-06-15,23,2,18.0,3.0,0.0,1422,293
74,0,2021-06-15,87,11,37.0,39.0,0.0,4919,1023
74,1,2021-06-15,38,8,14.0,16.0,0.0,2565,608
74,2,2021-06-15,48,3,23.0,22.0,0.0,2330,412
75,0,2021-06-15,542,164,239.0,136.0,3.0,20380,4513
75,1,2021-06-15,302,111,125.0,65.0,1.0,10952,2785
75,2,2021-06-15,234,52,111.0,69.0,2.0,9291,1711
76,0,2021-06-15,403,51,189.0,163.0,0.0,6411,1528
76,1,2021-06-15,199,31,89.0,79.0,0.0,3099,844
76,2,2021-06-15,198,19,98.0,81.0,0.0,3270,675
77,0,2021-06-15,206,62,60.0,82.0,2.0,9029,2027
77,1,2021-06-15,115,36,32.0,46.0,1.0,4676,1156
77,2,2021-06-15,91,26,28.0,36.0,1.0,4296,860
78,0,2021-06-15,212,48,59.0,99.0,6.0,8391,1827
78,1,2021-06-15,105,32,31.0,38.0,4.0,4265,1082
78,2,2021-06-15,107,16,28.0,61.0,2.0,4097,743
79,0,2021-06-15,15,3,11.0,1.0,0.0,1122,256
79,1,2021-06-15,8,1,7.0,0.0,0.0,520,145
79,2,2021-06-15,7,2,4.0,1.0,0.0,594,110
80,0,2021-06-15,202,27,102.0,71.0,2.0,3115,932
80,1,2021-06-15,86,17,43.0,24.0,2.0,1543,527
80,2,2021-06-15,114,10,57.0,47.0,0.0,1497,389
81,0,2021-06-15,31,5,8.0,18.0,0.0,1400,378
81,1,2021-06-15,13,3,4.0,6.0,0.0,704,226
81,2,2021-06-15,18,2,4.0,12.0,0.0,691,151
82,0,2021-06-15,21,8,5.0,8.0,0.0,896,220
82,1,2021-06-15,12,5,5.0,2.0,0.0,469,113
82,2,2021-06-15,9,3,0.0,6.0,0.0,413,99
83,0,2021-06-15,159,28,45.0,85.0,1.0,6071,1477
83,1,2021-06-15,80,21,22.0,36.0,1.0,3061,868
83,2,2021-06-15,78,7,23.0,48.0,0.0,2932,595
84,0,2021-06-15,119,13,43.0,60.0,3.0,4008,890
84,1,2021-06-15,55,9,19.0,26.0,1.0,1957,521
84,2,2021-06-15,63,4,24.0,33.0,2.0,2004,355
85,0,2021-06-15,37,10,14.0,13.0,0.0,1624,289
85,1,2021-06-15,21,7,8.0,6.0,0.0,822,181
85,2,2021-06-15,16,3,6.0,7.0,0.0,802,108
86,0,2021-06-15,17,0,8.0,9.0,0.0,1335,267
86,1,2021-06-15,8,0,4.0,4.0,0.0,698,145
86,2,2021-06-15,9,0,4.0,5.0,0.0,625,119
87,0,2021-06-15,56,7,25.0,24.0,0.0,1205,326
87,1,2021-06-15,28,6,11.0,11.0,0.0,573,187
87,2,2021-06-15,28,1,14.0,13.0,0.0,627,138
88,0,2021-06-15,76,9,18.0,49.0,0.0,2860,855
88,1,2021-06-15,40,7,13.0,20.0,0.0,1362,470
88,2,2021-06-15,36,2,5.0,29.0,0.0,1487,383
89,0,2021-06-15,104,10,25.0,69.0,0.0,2237,577
89,1,2021-06-15,42,6,10.0,26.0,0.0,1103,324
89,2,2021-06-15,59,4,14.0,41.0,0.0,1112,248
90,0,2021-06-15,22,3,13.0,6.0,0.0,2173,598
90,1,2021-06-15,9,3,3.0,3.0,0.0,1075,352
90,2,2021-06-15,13,0,10.0,3.0,0.0,1098,246
91,0,2021-06-15,381,72,84.0,213.0,12.0,9496,1865
91,1,2021-06-15,182,44,37.0,91.0,10.0,4682,1012
91,2,2021-06-15,194,28,46.0,118.0,2.0,4519,812
92,0,2021-06-15,511,88,141.0,262.0,20.0,14624,2713
92,1,2021-06-15,245,59,80.0,101.0,5.0,7684,1593
92,2,2021-06-15,255,28,59.0,157.0,11.0,6838,1107
93,0,2021-06-15,495,65,173.0,234.0,23.0,13399,2462
93,1,2021-06-15,242,37,82.0,112.0,11.0,7120,1462
93,2,2021-06-15,246,27,86.0,121.0,12.0,6129,975
94,0,2021-06-15,258,41,123.0,86.0,8.0,13841,2972
94,1,2021-06-15,121,25,55.0,37.0,4.0,7018,1689
94,2,2021-06-15,132,16,64.0,48.0,4.0,6707,1258
95,0,2021-06-15,302,31,88.0,175.0,8.0,9256,2022
95,1,2021-06-15,138,22,49.0,62.0,5.0,4881,1207
95,2,2021-06-15,161,9,38.0,111.0,3.0,4297,804
971,0,2021-06-15,111,23,49.0,39.0,0.0,1447,300
971,1,2021-06-15,67,15,32.0,20.0,0.0,785,171
971,2,2021-06-15,41,8,16.0,17.0,0.0,653,127
972,0,2021-06-15,26,8,12.0,6.0,0.0,807,98
972,1,2021-06-15,12,2,6.0,4.0,0.0,413,54
972,2,2021-06-15,14,6,6.0,2.0,0.0,390,44
973,0,2021-06-15,116,34,77.0,3.0,2.0,2829,130
973,1,2021-06-15,56,16,35.0,3.0,2.0,1151,84
973,2,2021-06-15,60,18,42.0,0.0,0.0,1670,46
974,0,2021-06-15,159,31,92.0,36.0,0.0,1886,227
974,1,2021-06-15,84,22,45.0,17.0,0.0,972,129
974,2,2021-06-15,73,9,47.0,17.0,0.0,908,98
976,0,2021-06-15,4,2,2.0,0.0,0.0,1269,130
976,1,2021-06-15,2,2,0.0,0.0,0.0,575,76
976,2,2021-06-15,2,0,2.0,0.0,0.0,673,53
978,0,2021-06-15,0,0,0.0,0.0,0.0,0,0
978,1,2021-06-15,0,0,0.0,0.0,0.0,0,0
01,0,2021-06-16,103,8,48.0,47.0,0.0,2841,620
01,1,2021-06-16,54,3,30.0,21.0,0.0,1411,364
01,2,2021-06-16,49,5,18.0,26.0,0.0,1406,253
02,0,2021-06-16,95,19,37.0,37.0,2.0,4259,1109
02,1,2021-06-16,50,13,15.0,22.0,0.0,2055,611
02,2,2021-06-16,44,6,22.0,15.0,1.0,2183,490
03,0,2021-06-16,23,4,17.0,2.0,0.0,2120,585
03,1,2021-06-16,11,3,8.0,0.0,0.0,983,333
03,2,2021-06-16,11,1,8.0,2.0,0.0,1116,242
04,0,2021-06-16,84,3,23.0,58.0,0.0,1128,251
04,1,2021-06-16,37,2,11.0,24.0,0.0,543,151
04,2,2021-06-16,47,1,12.0,34.0,0.0,554,93
05,0,2021-06-16,13,4,4.0,4.0,1.0,1252,253
05,1,2021-06-16,4,3,0.0,1.0,0.0,626,155
05,2,2021-06-16,8,1,4.0,2.0,1.0,618,96
06,0,2021-06-16,177,17,59.0,97.0,4.0,6527,1528
06,1,2021-06-16,80,11,28.0,39.0,2.0,3271,886
06,2,2021-06-16,97,6,31.0,58.0,2.0,3167,626
07,0,2021-06-16,39,1,31.0,7.0,0.0,2031,498
07,1,2021-06-16,29,1,23.0,5.0,0.0,930,294
07,2,2021-06-16,10,0,8.0,2.0,0.0,1065,201
08,0,2021-06-16,16,4,4.0,6.0,2.0,1180,374
08,1,2021-06-16,11,3,3.0,4.0,1.0,601,219
08,2,2021-06-16,5,1,1.0,2.0,1.0,568,154
09,0,2021-06-16,23,5,12.0,6.0,0.0,414,80
09,1,2021-06-16,12,4,5.0,3.0,0.0,194,48
09,2,2021-06-16,11,1,7.0,3.0,0.0,217,32
10,0,2021-06-16,36,9,14.0,13.0,0.0,1946,436
10,1,2021-06-16,23,5,9.0,9.0,0.0,1006,264
10,2,2021-06-16,13,4,5.0,4.0,0.0,929,169
11,0,2021-06-16,49,4,26.0,18.0,1.0,1207,367
11,1,2021-06-16,21,3,11.0,7.0,0.0,611,210
11,2,2021-06-16,26,1,15.0,9.0,1.0,585,146
12,0,2021-06-16,49,3,13.0,33.0,0.0,1014,231
12,1,2021-06-16,22,1,5.0,16.0,0.0,517,131
12,2,2021-06-16,27,2,8.0,17.0,0.0,481,98
13,0,2021-06-16,551,107,118.0,317.0,9.0,21178,3604
13,1,2021-06-16,296,73,55.0,164.0,4.0,10887,2119
13,2,2021-06-16,249,34,62.0,149.0,4.0,10159,1459
14,0,2021-06-16,96,12,55.0,28.0,1.0,2618,598
14,1,2021-06-16,50,10,23.0,17.0,0.0,1261,334
14,2,2021-06-16,45,2,32.0,11.0,0.0,1342,260
15,0,2021-06-16,15,2,11.0,2.0,0.0,576,134
15,1,2021-06-16,9,2,6.0,1.0,0.0,279,76
15,2,2021-06-16,5,0,4.0,1.0,0.0,294,55
16,0,2021-06-16,20,2,5.0,13.0,0.0,647,159
16,1,2021-06-16,11,1,4.0,6.0,0.0,340,97
16,2,2021-06-16,9,1,1.0,7.0,0.0,299,62
17,0,2021-06-16,43,6,17.0,20.0,0.0,1162,326
17,1,2021-06-16,29,5,13.0,11.0,0.0,614,204
17,2,2021-06-16,14,1,4.0,9.0,0.0,545,122
18,0,2021-06-16,26,0,13.0,13.0,0.0,1561,511
18,1,2021-06-16,15,0,7.0,8.0,0.0,720,273
18,2,2021-06-16,11,0,6.0,5.0,0.0,837,237
19,0,2021-06-16,4,1,3.0,0.0,0.0,918,218
19,1,2021-06-16,2,1,1.0,0.0,0.0,448,125
19,2,2021-06-16,2,0,2.0,0.0,0.0,463,92
21,0,2021-06-16,129,13,69.0,47.0,0.0,3746,935
21,1,2021-06-16,65,7,34.0,24.0,0.0,1893,544
21,2,2021-06-16,64,6,35.0,23.0,0.0,1826,384
22,0,2021-06-16,29,5,11.0,9.0,4.0,1243,246
22,1,2021-06-16,14,3,4.0,5.0,2.0,586,140
22,2,2021-06-16,14,2,7.0,3.0,2.0,653,105
23,0,2021-06-16,25,9,10.0,6.0,0.0,583,97
23,1,2021-06-16,13,3,7.0,3.0,0.0,293,55
23,2,2021-06-16,12,6,3.0,3.0,0.0,288,41
24,0,2021-06-16,94,4,27.0,63.0,0.0,851,220
24,1,2021-06-16,48,2,14.0,32.0,0.0,407,124
24,2,2021-06-16,46,2,13.0,31.0,0.0,444,96
25,0,2021-06-16,47,18,16.0,13.0,0.0,2400,517
25,1,2021-06-16,20,8,7.0,5.0,0.0,1249,308
25,2,2021-06-16,27,10,9.0,8.0,0.0,1146,208
26,0,2021-06-16,63,12,28.0,23.0,0.0,2914,771
26,1,2021-06-16,38,10,15.0,13.0,0.0,1475,433
26,2,2021-06-16,24,2,12.0,10.0,0.0,1398,321
27,0,2021-06-16,129,9,23.0,97.0,0.0,1908,489
27,1,2021-06-16,51,4,11.0,36.0,0.0,940,275
27,2,2021-06-16,77,5,12.0,60.0,0.0,950,209
28,0,2021-06-16,52,18,20.0,14.0,0.0,2843,513
28,1,2021-06-16,31,11,12.0,8.0,0.0,1442,278
28,2,2021-06-16,21,7,8.0,6.0,0.0,1381,233
29,0,2021-06-16,63,6,30.0,25.0,2.0,1107,262
29,1,2021-06-16,39,5,19.0,13.0,2.0,565,169
29,2,2021-06-16,23,1,11.0,11.0,0.0,532,91
2A,0,2021-06-16,25,3,2.0,16.0,4.0,497,117
2A,1,2021-06-16,16,3,2.0,8.0,3.0,245,64
2A,2,2021-06-16,9,0,0.0,8.0,1.0,251,53
2B,0,2021-06-16,6,0,2.0,3.0,1.0,450,88
2B,1,2021-06-16,6,0,2.0,3.0,1.0,247,56
2B,2,2021-06-16,0,0,0.0,0.0,0.0,201,32
30,0,2021-06-16,100,13,31.0,56.0,0.0,2954,645
30,1,2021-06-16,42,9,11.0,22.0,0.0,1535,376
30,2,2021-06-16,58,4,20.0,34.0,0.0,1402,269
31,0,2021-06-16,141,24,54.0,58.0,5.0,5227,808
31,1,2021-06-16,71,16,27.0,27.0,1.0,2740,494
31,2,2021-06-16,67,8,26.0,29.0,4.0,2457,309
32,0,2021-06-16,7,1,5.0,1.0,0.0,458,100
32,1,2021-06-16,3,1,1.0,1.0,0.0,224,56
32,2,2021-06-16,4,0,4.0,0.0,0.0,233,44
33,0,2021-06-16,179,38,104.0,32.0,5.0,5381,1058
33,1,2021-06-16,90,25,48.0,14.0,3.0,2766,594
33,2,2021-06-16,88,13,55.0,18.0,2.0,2593,461
34,0,2021-06-16,116,21,52.0,42.0,1.0,4646,982
34,1,2021-06-16,55,13,25.0,17.0,0.0,2495,575
34,2,2021-06-16,61,8,27.0,25.0,1.0,2136,404
35,0,2021-06-16,191,20,90.0,80.0,1.0,3510,705
35,1,2021-06-16,93,13,47.0,33.0,0.0,1758,389
35,2,2021-06-16,98,7,43.0,47.0,1.0,1725,313
36,0,2021-06-16,27,5,6.0,16.0,0.0,1031,265
36,1,2021-06-16,16,4,4.0,8.0,0.0,516,140
36,2,2021-06-16,10,0,2.0,8.0,0.0,504,122
37,0,2021-06-16,74,13,19.0,42.0,0.0,2175,495
37,1,2021-06-16,44,11,12.0,21.0,0.0,1111,306
37,2,2021-06-16,30,2,7.0,21.0,0.0,1060,188
38,0,2021-06-16,220,19,62.0,133.0,6.0,7594,1763
38,1,2021-06-16,113,13,31.0,67.0,2.0,3696,1021
38,2,2021-06-16,106,6,30.0,66.0,4.0,3862,733
39,0,2021-06-16,23,2,12.0,6.0,3.0,1974,484
39,1,2021-06-16,14,2,6.0,4.0,2.0,896,251
39,2,2021-06-16,9,0,6.0,2.0,1.0,1061,230
40,0,2021-06-16,29,5,18.0,6.0,0.0,884,244
40,1,2021-06-16,14,4,10.0,0.0,0.0,452,127
40,2,2021-06-16,15,1,8.0,6.0,0.0,429,114
41,0,2021-06-16,53,3,11.0,38.0,1.0,1610,328
41,1,2021-06-16,31,2,8.0,20.0,1.0,814,198
41,2,2021-06-16,22,1,3.0,18.0,0.0,791,130
42,0,2021-06-16,244,23,165.0,56.0,0.0,5730,1358
42,1,2021-06-16,138,16,94.0,28.0,0.0,2847,790
42,2,2021-06-16,106,7,71.0,28.0,0.0,2841,558
43,0,2021-06-16,40,1,17.0,21.0,1.0,1279,253
43,1,2021-06-16,21,0,10.0,11.0,0.0,626,142
43,2,2021-06-16,19,1,7.0,10.0,1.0,633,109
44,0,2021-06-16,85,18,29.0,37.0,1.0,3921,836
44,1,2021-06-16,44,11,17.0,15.0,1.0,1968,469
44,2,2021-06-16,41,7,12.0,22.0,0.0,1953,367
45,0,2021-06-16,146,35,38.0,68.0,5.0,3067,645
45,1,2021-06-16,85,27,17.0,39.0,2.0,1549,392
45,2,2021-06-16,60,8,21.0,28.0,3.0,1504,250
46,0,2021-06-16,4,0,1.0,3.0,0.0,403,100
46,1,2021-06-16,3,0,1.0,2.0,0.0,197,61
46,2,2021-06-16,1,0,0.0,1.0,0.0,205,39
47,0,2021-06-16,23,5,17.0,1.0,0.0,849,183
47,1,2021-06-16,16,4,11.0,1.0,0.0,420,111
47,2,2021-06-16,6,1,5.0,0.0,0.0,407,68
48,0,2021-06-16,7,2,4.0,1.0,0.0,442,119
48,1,2021-06-16,2,1,1.0,0.0,0.0,238,70
48,2,2021-06-16,5,1,3.0,1.0,0.0,199,49
49,0,2021-06-16,74,14,35.0,25.0,0.0,3343,709
49,1,2021-06-16,48,12,19.0,17.0,0.0,1630,438
49,2,2021-06-16,26,2,16.0,8.0,0.0,1713,271
50,0,2021-06-16,99,7,35.0,57.0,0.0,1476,373
50,1,2021-06-16,56,6,18.0,32.0,0.0,742,208
50,2,2021-06-16,42,1,17.0,24.0,0.0,721,160
51,0,2021-06-16,160,22,83.0,55.0,0.0,3532,903
51,1,2021-06-16,75,14,39.0,22.0,0.0,1768,504
51,2,2021-06-16,78,7,39.0,32.0,0.0,1722,389
52,0,2021-06-16,24,2,8.0,14.0,0.0,1356,368
52,1,2021-06-16,8,0,4.0,4.0,0.0,651,187
52,2,2021-06-16,16,2,4.0,10.0,0.0,694,176
53,0,2021-06-16,21,2,10.0,8.0,1.0,1271,276
53,1,2021-06-16,12,1,7.0,4.0,0.0,619,153
53,2,2021-06-16,9,1,3.0,4.0,1.0,652,123
54,0,2021-06-16,150,22,86.0,40.0,2.0,4654,1211
54,1,2021-06-16,74,14,46.0,14.0,0.0,2305,695
54,2,2021-06-16,74,8,39.0,25.0,2.0,2320,509
55,0,2021-06-16,10,2,3.0,5.0,0.0,1398,382
55,1,2021-06-16,3,1,2.0,0.0,0.0,690,214
55,2,2021-06-16,7,1,1.0,5.0,0.0,705,168
56,0,2021-06-16,101,8,36.0,26.0,31.0,2038,430
56,1,2021-06-16,56,5,21.0,13.0,17.0,1032,249
56,2,2021-06-16,45,3,15.0,13.0,14.0,993,179
57,0,2021-06-16,123,20,60.0,36.0,7.0,7551,2406
57,1,2021-06-16,66,14,30.0,20.0,2.0,3797,1344
57,2,2021-06-16,57,6,30.0,16.0,5.0,3709,1043
58,0,2021-06-16,52,1,10.0,41.0,0.0,1063,333
58,1,2021-06-16,24,0,6.0,18.0,0.0,500,189
58,2,2021-06-16,28,1,4.0,23.0,0.0,547,141
59,0,2021-06-16,612,138,274.0,194.0,6.0,16995,3836
59,1,2021-06-16,292,77,134.0,78.0,3.0,8442,2103
59,2,2021-06-16,316,59,140.0,114.0,3.0,8400,1710
60,0,2021-06-16,271,32,89.0,149.0,1.0,5034,1376
60,1,2021-06-16,136,22,40.0,74.0,0.0,2495,761
60,2,2021-06-16,132,9,48.0,74.0,1.0,2501,603
61,0,2021-06-16,59,10,22.0,27.0,0.0,1679,353
61,1,2021-06-16,23,7,10.0,6.0,0.0,782,198
61,2,2021-06-16,36,3,12.0,21.0,0.0,879,151
62,0,2021-06-16,380,48,193.0,137.0,2.0,8169,1936
62,1,2021-06-16,187,37,93.0,55.0,2.0,3921,1020
62,2,2021-06-16,190,11,98.0,81.0,0.0,4154,896
63,0,2021-06-16,95,7,41.0,37.0,10.0,2735,744
63,1,2021-06-16,45,4,20.0,17.0,4.0,1289,406
63,2,2021-06-16,46,3,20.0,20.0,3.0,1423,334
64,0,2021-06-16,61,5,27.0,29.0,0.0,2017,479
64,1,2021-06-16,33,3,14.0,16.0,0.0,1019,262
64,2,2021-06-16,26,2,11.0,13.0,0.0,988,215
65,0,2021-06-16,13,3,8.0,2.0,0.0,972,207
65,1,2021-06-16,5,1,3.0,1.0,0.0,474,104
65,2,2021-06-16,8,2,5.0,1.0,0.0,493,103
66,0,2021-06-16,67,7,24.0,34.0,2.0,1374,328
66,1,2021-06-16,35,5,15.0,15.0,0.0,720,212
66,2,2021-06-16,32,2,9.0,19.0,2.0,653,115
67,0,2021-06-16,227,27,132.0,67.0,1.0,7187,1713
67,1,2021-06-16,104,15,60.0,28.0,1.0,3701,963
67,2,2021-06-16,122,12,71.0,39.0,0.0,3472,743
68,0,2021-06-16,92,18,46.0,28.0,0.0,6172,1515
68,1,2021-06-16,47,12,24.0,11.0,0.0,3176,864
68,2,2021-06-16,45,6,22.0,17.0,0.0,2986,648
69,0,2021-06-16,291,67,81.0,138.0,5.0,15253,3161
69,1,2021-06-16,159,47,40.0,70.0,2.0,7526,1843
69,2,2021-06-16,130,20,40.0,67.0,3.0,7566,1291
70,0,2021-06-16,27,3,7.0,6.0,11.0,1284,265
70,1,2021-06-16,11,3,2.0,2.0,4.0,639,151
70,2,2021-06-16,15,0,4.0,4.0,7.0,643,113
71,0,2021-06-16,84,10,36.0,32.0,6.0,4682,1103
71,1,2021-06-16,48,7,20.0,19.0,2.0,2142,589
71,2,2021-06-16,34,3,15.0,12.0,4.0,2501,506
72,0,2021-06-16,78,7,34.0,36.0,1.0,2944,601
72,1,2021-06-16,38,6,19.0,12.0,1.0,1388,347
72,2,2021-06-16,40,1,15.0,24.0,0.0,1556,254
73,0,2021-06-16,64,8,42.0,13.0,1.0,2864,697
73,1,2021-06-16,39,6,22.0,10.0,1.0,1427,402
73,2,2021-06-16,24,2,19.0,3.0,0.0,1422,293
74,0,2021-06-16,87,11,37.0,39.0,0.0,4921,1023
74,1,2021-06-16,40,8,16.0,16.0,0.0,2565,608
74,2,2021-06-16,46,3,21.0,22.0,0.0,2332,412
75,0,2021-06-16,512,162,225.0,122.0,3.0,20414,4516
75,1,2021-06-16,287,112,118.0,56.0,1.0,10972,2786
75,2,2021-06-16,219,49,104.0,64.0,2.0,9305,1713
76,0,2021-06-16,396,50,185.0,161.0,0.0,6419,1529
76,1,2021-06-16,194,29,87.0,78.0,0.0,3105,845
76,2,2021-06-16,196,20,96.0,80.0,0.0,3272,675
77,0,2021-06-16,206,61,61.0,82.0,2.0,9034,2027
77,1,2021-06-16,114,35,32.0,46.0,1.0,4678,1156
77,2,2021-06-16,92,26,29.0,36.0,1.0,4299,860
78,0,2021-06-16,203,44,62.0,91.0,6.0,8402,1829
78,1,2021-06-16,99,29,31.0,35.0,4.0,4270,1083
78,2,2021-06-16,104,15,31.0,56.0,2.0,4103,744
79,0,2021-06-16,12,3,9.0,0.0,0.0,1126,256
79,1,2021-06-16,6,2,4.0,0.0,0.0,523,145
79,2,2021-06-16,6,1,5.0,0.0,0.0,595,110
80,0,2021-06-16,203,27,103.0,71.0,2.0,3115,932
80,1,2021-06-16,86,17,43.0,24.0,2.0,1543,527
80,2,2021-06-16,115,10,58.0,47.0,0.0,1497,389
81,0,2021-06-16,34,5,9.0,20.0,0.0,1400,378
81,1,2021-06-16,14,3,5.0,6.0,0.0,704,226
81,2,2021-06-16,20,2,4.0,14.0,0.0,691,151
82,0,2021-06-16,20,7,5.0,8.0,0.0,897,220
82,1,2021-06-16,11,4,5.0,2.0,0.0,470,113
82,2,2021-06-16,9,3,0.0,6.0,0.0,413,99
83,0,2021-06-16,158,27,45.0,85.0,1.0,6074,1477
83,1,2021-06-16,81,21,23.0,36.0,1.0,3061,868
83,2,2021-06-16,76,6,22.0,48.0,0.0,2935,595
84,0,2021-06-16,103,10,32.0,58.0,3.0,4023,894
84,1,2021-06-16,46,6,14.0,25.0,1.0,1966,523
84,2,2021-06-16,56,4,18.0,32.0,2.0,2010,357
85,0,2021-06-16,35,10,13.0,12.0,0.0,1626,289
85,1,2021-06-16,19,7,7.0,5.0,0.0,824,181
85,2,2021-06-16,16,3,6.0,7.0,0.0,802,108
86,0,2021-06-16,16,0,7.0,9.0,0.0,1336,268
86,1,2021-06-16,7,0,3.0,4.0,0.0,698,146
86,2,2021-06-16,9,0,4.0,5.0,0.0,626,119
87,0,2021-06-16,49,7,23.0,19.0,0.0,1210,327
87,1,2021-06-16,25,6,9.0,10.0,0.0,575,188
87,2,2021-06-16,24,1,14.0,9.0,0.0,630,138
88,0,2021-06-16,76,8,17.0,51.0,0.0,2863,855
88,1,2021-06-16,38,6,12.0,20.0,0.0,1364,470
88,2,2021-06-16,38,2,5.0,31.0,0.0,1488,383
